ARQUIVO,PARTIDO,FUSAO_MENCIONA,FUSAO_INSTANCIA,FUSAO_QUORUM,FUSAO_MAJ,FUSAO_VOTO,FUSAO_CRIA,FUSAO_REJEITA,INCORPORACAO_MENCIONA,INCORPORACAO_INSTANCIA,INCORPORACAO_QUORUM,INCORPORACAO_MAJ,INCORPORACAO_VOTO,INCORPORACAO_CRIA,INCORPORACAO_REJEITA,DISSOLUCAO_MENCIONA,DISSOLUCAO_INSTANCIA,DISSOLUCAO_QUORUM,DISSOLUCAO_MAJ,DISSOLUCAO_VOTO,DISSOLUCAO_CRIA,DISSOLUCAO_REJEITA,ESTATUTO_MENCIONA,ESTATUTO_INSTANCIA,ESTATUTO_QUORUM,ESTATUTO_MAJ,ESTATUTO_VOTO,ESTATUTO_CRIA,ESTATUTO_REJEITA,FEDERACAO_MENCIONA,FEDERACAO_INSTANCIA,FEDERACAO_MAJ,FEDERACAO_VOTO,FEDERACAO_CRIA,FEDERACAO_REJEITA,ID
tse-estatuto-do-partido-pr-de-2-5-2015-aprovado-em-13-8-2015,PL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,71
pl-estatuto-do-partido-de-21-9-2019,PL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,3/4 ABSOLUTO,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,72
tse-estatuto-do-partido-pmb-aprovado-em-29-9-2015,PMB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,73
tse-estatuto-pmb-de-9-10-2015-deferido-em-19-4-2016,PMB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,74
tse-estatuto-do-partido-pmb-aprovado-em-4-4-2019,PMB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,75
tse-estatuto-do-partido-pmn-de-3-12-1995-resolucao-tse-no.1996,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"ABERTO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,76
tse-estatuto-do-partido-pmn-de-12-12-2004-resolucao.2005,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"ABERTO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,77
tse-estatuto-do-partido-pmn-de-6-4-2008-resolucao-tse.2009,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,78
estatuto-de-23-7-2016-aprovado-em-30-3-2017,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,79
tse-estatuto-do-partido-pmn-de-1-10-2017-aprovado-em-5-6-2018-pdf,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, SEM INFORMAÇÃO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,80
estatuto-do-partido-de-16-12-2018,PMN,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,0,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,"NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO",NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,81
estatuto-do-partido-trabalhista-nacional,PODE,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,82
estatuto-do-partido-trabalhista-nacional-de-10-6.2003,PODE,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM MAIORIA,70% SIMPLES,"SEM INFORMAÇÃO, CUMULATIVO COM LIMITES, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM MAIORIA,70% SIMPLES,"SEM INFORMAÇÃO, CUMULATIVO COM LIMITES, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, CUMULATIVO COM LIMITES, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO COM LIMITES, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,83
estatuto-do-partido-trabalhista-nacional-de-20-8.2005,PODE,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,84
tse-estatuto-do-partido-ptn-aprovado-em-2-6-2015-1435870444759,PODE,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,85
estatuto-podemos-de-19-2-2016-aprovado-em-16-5-2017,PODE,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"ABERTO, NÃO CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"ABERTO, NÃO CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA EM 2 VOTAÇÕES,"ABERTO, NÃO CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,"MAIORIA ABSOLUTA DOS MEMBROS OU PRESIDENTE PARA GERAR PROPOSTA, MAIORIA ABSOLUTA PARA APROVAÇÃO","ABERTO, NÃO CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,86
estatuto-do-partido-progressista-de-13-9.1995,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,87
estatuto-do-partido-progressista-de-20-3.1996,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,88
estatuto-do-partido-progressista-de-15-8.1996,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,89
estatuto-do-partido-progressista-de-11-11.1997,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,90
estatuto-do-partido-progressista-de-9-12.1998,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,91
estatuto-do-partido-progressista-de-11-11.1999,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,92
estatuto-do-partido-progressista-de-3-4.2001,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,93
estatuto-do-partido-progressista-de-4-4.2003,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,94
estatuto-do-partido-progressista-de-7-4.2005,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,95
estatuto-do-partido-progressista-de-2-4.2009,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,96
